image_path,label,file_name,file_size_kb,is_valid,width,height,channels
data\raw\Hazardous\batteries\NAWMA-Safe-Battery-Recycling-content.jpg,hazardous,NAWMA-Safe-Battery-Recycling-content.jpg,332.67,True,1695,1100,3
data\raw\Hazardous\batteries\Nokia_Battery.jpg,hazardous,Nokia_Battery.jpg,1460.45,True,2425,1769,3
data\raw\Hazardous\batteries\non-rechargeable-batteries-product-image_0.png,hazardous,non-rechargeable-batteries-product-image_0.png,91.76,True,477,294,3
data\raw\Hazardous\batteries\Photo-collage-of-different-types-of-batteries-12022022.jpg.webp,hazardous,Photo-collage-of-different-types-of-batteries-12022022.jpg.webp,88.25,True,1200,800,3
data\raw\Hazardous\batteries\photo_news_lithium_batteries_1100x500_NEW.jpg,hazardous,photo_news_lithium_batteries_1100x500_NEW.jpg,62.58,True,1100,500,3
data\raw\Hazardous\batteries\power-one-c-size-1-5v-battery-pack-of-2--500x500.jpg,hazardous,power-one-c-size-1-5v-battery-pack-of-2--500x500.jpg,30.12,True,335,500,3
data\raw\Hazardous\batteries\poweron-longlife-power-9v-mrp-265.jpg,hazardous,poweron-longlife-power-9v-mrp-265.jpg,74.04,True,1024,1024,3
data\raw\Hazardous\batteries\Primary-battery-types.png,hazardous,Primary-battery-types.png,31.35,True,960,540,3
data\raw\Hazardous\batteries\rechargeable-battery-2048px-5925.jpg,hazardous,rechargeable-battery-2048px-5925.jpg,151.78,True,2048,1365,3
data\raw\Hazardous\batteries\rechargeable-battery-2048px-5939.jpg,hazardous,rechargeable-battery-2048px-5939.jpg,166.28,True,2048,1365,3
data\raw\Hazardous\batteries\rechargeable-battery-2048px-5963-2x1-1.jpg,hazardous,rechargeable-battery-2048px-5963-2x1-1.jpg,211.59,True,2048,1024,3
data\raw\Hazardous\batteries\sciadv.abm2422-f1.jpg,hazardous,sciadv.abm2422-f1.jpg,634.91,True,3500,2325,3
data\raw\Hazardous\batteries\Screen-Shot-2021-07-20-at-10.37.08-AM.png,hazardous,Screen-Shot-2021-07-20-at-10.37.08-AM.png,88.56,True,1300,386,3
data\raw\Hazardous\batteries\smtd202000039-fig-0001-m.jpg,hazardous,smtd202000039-fig-0001-m.jpg,92.29,True,667,513,3
data\raw\Hazardous\batteries\spent-batteries-CNBG3H.jpg,hazardous,spent-batteries-CNBG3H.jpg,319.1,True,1300,958,3
data\raw\Hazardous\batteries\suschem-02-00011-g001.png,hazardous,suschem-02-00011-g001.png,477.26,True,2497,1395,3
data\raw\Hazardous\batteries\technology-0-1.jpg,hazardous,technology-0-1.jpg,787.19,True,1550,1272,3
data\raw\Hazardous\batteries\thehistoryan.jpg,hazardous,thehistoryan.jpg,56.65,True,500,375,3
data\raw\Hazardous\batteries\The_ultimate_comparative_analysis_of_carbon_zinc_battery_vs_alkaline_800x.jpg,hazardous,The_ultimate_comparative_analysis_of_carbon_zinc_battery_vs_alkaline_800x.jpg,54.52,True,800,494,3
data\raw\Hazardous\batteries\Types-of-Batteries-1.jpg,hazardous,Types-of-Batteries-1.jpg,51.56,True,1351,760,3
data\raw\Hazardous\batteries\Types-of-Batteries-Featured-Image.jpg,hazardous,Types-of-Batteries-Featured-Image.jpg,76.47,True,750,421,3
data\raw\Hazardous\batteries\Types-of-Batteries.jpg,hazardous,Types-of-Batteries.jpg,75.1,True,750,432,3
data\raw\Hazardous\batteries\Types-of-BatteriesPrimary-and-Secondary.jpg,hazardous,Types-of-BatteriesPrimary-and-Secondary.jpg,39.1,True,800,450,3
data\raw\Hazardous\batteries\Types-of-rechargeable-batteries-.jpg,hazardous,Types-of-rechargeable-batteries-.jpg,45.01,True,698,564,3
data\raw\Hazardous\batteries\TypesofBatteries.jpg,hazardous,TypesofBatteries.jpg,53.14,True,1000,655,3
data\raw\Hazardous\batteries\typical-lithium-ion-battery.png,hazardous,typical-lithium-ion-battery.png,138.52,True,435,443,3
data\raw\Hazardous\batteries\un3480.png,hazardous,un3480.png,234.05,True,640,587,3
data\raw\Hazardous\batteries\using-alkaline-batteries-in-your-application.jpg,hazardous,using-alkaline-batteries-in-your-application.jpg,71.2,True,650,466,3
data\raw\Hazardous\batteries\van_dragt_102517_0032_how_to_choose_batteries.jpg,hazardous,van_dragt_102517_0032_how_to_choose_batteries.jpg,85.08,True,900,450,3
data\raw\Hazardous\batteries\what-is-a-lithium-ion-battery-what-are-the-types-of-lithium-ion-battery-chemistries.webp,hazardous,what-is-a-lithium-ion-battery-what-are-the-types-of-lithium-ion-battery-chemistries.webp,65.76,True,1280,720,3
data\raw\Hazardous\batteries\What_Batteries_are_Best_for_Flashlights_2991x.jpg,hazardous,What_Batteries_are_Best_for_Flashlights_2991x.jpg,163.73,True,2991,1648,3
data\raw\Hazardous\e-waste\-1x-1 - Copy.jpg,hazardous,-1x-1 - Copy.jpg,182.36,True,2000,1332,3
data\raw\Hazardous\e-waste\-1x-1.jpg,hazardous,-1x-1.jpg,182.36,True,2000,1332,3
data\raw\Hazardous\e-waste\-august-heap-of-broken-smartphone-screen-e-waste-electronic-waste-1100705909 - Copy.jpg,hazardous,-august-heap-of-broken-smartphone-screen-e-waste-electronic-waste-1100705909 - Copy.jpg,1743.85,True,1500,1225,3
data\raw\Hazardous\e-waste\-august-heap-of-broken-smartphone-screen-e-waste-electronic-waste-1100705909.jpg,hazardous,-august-heap-of-broken-smartphone-screen-e-waste-electronic-waste-1100705909.jpg,1743.85,True,1500,1225,3
data\raw\Hazardous\e-waste\-garbage-sorting-eco-friendly-sign-for-web-page-app-ui-ux-gui-design-2CPCA8A - Copy.jpg,hazardous,-garbage-sorting-eco-friendly-sign-for-web-page-app-ui-ux-gui-design-2CPCA8A - Copy.jpg,87.09,True,1230,1390,3
data\raw\Hazardous\e-waste\-garbage-sorting-eco-friendly-sign-for-web-page-app-ui-ux-gui-design-2CPCA8A.jpg,hazardous,-garbage-sorting-eco-friendly-sign-for-web-page-app-ui-ux-gui-design-2CPCA8A.jpg,87.09,True,1230,1390,3
data\raw\Hazardous\e-waste\-mixed-electronic-waste-old-broken-computer-parts-and-cell-phones-1545599141 - Copy.jpg,hazardous,-mixed-electronic-waste-old-broken-computer-parts-and-cell-phones-1545599141 - Copy.jpg,1695.14,True,1500,996,3
data\raw\Hazardous\e-waste\-mixed-electronic-waste-old-broken-computer-parts-and-cell-phones-1545599141.jpg,hazardous,-mixed-electronic-waste-old-broken-computer-parts-and-cell-phones-1545599141.jpg,1695.14,True,1500,996,3
data\raw\Hazardous\e-waste\0.40042800_1555498967_e-waste2 - Copy.jpg,hazardous,0.40042800_1555498967_e-waste2 - Copy.jpg,176.52,True,1024,682,3
data\raw\Hazardous\e-waste\0.40042800_1555498967_e-waste2.jpg,hazardous,0.40042800_1555498967_e-waste2.jpg,176.52,True,1024,682,3
data\raw\Hazardous\e-waste\01-e-waste-millions-tons - Copy.jpg,hazardous,01-e-waste-millions-tons - Copy.jpg,1382.21,True,3072,2048,3
data\raw\Hazardous\e-waste\01-e-waste-millions-tons.jpg,hazardous,01-e-waste-millions-tons.jpg,1382.21,True,3072,2048,3
data\raw\Hazardous\e-waste\01-e-waste-millions-tons_square - Copy.jpg,hazardous,01-e-waste-millions-tons_square - Copy.jpg,1701.61,True,3072,3072,3
data\raw\Hazardous\e-waste\01-e-waste-millions-tons_square.jpg,hazardous,01-e-waste-millions-tons_square.jpg,1701.61,True,3072,3072,3
data\raw\Hazardous\e-waste\02bulb-web2-1454343899851-superJumbo - Copy.jpg,hazardous,02bulb-web2-1454343899851-superJumbo - Copy.jpg,158.42,True,1955,2048,3
data\raw\Hazardous\e-waste\02bulb-web2-1454343899851-superJumbo.jpg,hazardous,02bulb-web2-1454343899851-superJumbo.jpg,158.42,True,1955,2048,3
data\raw\Hazardous\e-waste\04801E3UVtxDTDY9ek1ovu0-3..v1618408208 - Copy.jpg,hazardous,04801E3UVtxDTDY9ek1ovu0-3..v1618408208 - Copy.jpg,280.22,True,1920,1319,3
data\raw\Hazardous\e-waste\04801E3UVtxDTDY9ek1ovu0-3..v1618408208.jpg,hazardous,04801E3UVtxDTDY9ek1ovu0-3..v1618408208.jpg,280.22,True,1920,1319,3
data\raw\Hazardous\e-waste\09109-scicon-lightbulbcxd - Copy.jpg,hazardous,09109-scicon-lightbulbcxd - Copy.jpg,105.68,True,423,700,3
data\raw\Hazardous\e-waste\09109-scicon-lightbulbcxd.jpg,hazardous,09109-scicon-lightbulbcxd.jpg,105.68,True,423,700,3
data\raw\Hazardous\e-waste\1-compact-fluorescent-bird-lamp-full-spectrum-lighting-bulb-2-4-original-imag9836wgsrnaev - Copy.jpeg,hazardous,1-compact-fluorescent-bird-lamp-full-spectrum-lighting-bulb-2-4-original-imag9836wgsrnaev - Copy.jpeg,62.89,True,850,826,3
data\raw\Hazardous\e-waste\1-compact-fluorescent-bird-lamp-full-spectrum-lighting-bulb-2-4-original-imag9836wgsrnaev.jpeg,hazardous,1-compact-fluorescent-bird-lamp-full-spectrum-lighting-bulb-2-4-original-imag9836wgsrnaev.jpeg,62.89,True,850,826,3
data\raw\Hazardous\e-waste\1-s2.0-S2352186421006970-gr4 - Copy.jpg,hazardous,1-s2.0-S2352186421006970-gr4 - Copy.jpg,30.41,True,376,324,3
data\raw\Hazardous\e-waste\1-s2.0-S2352186421006970-gr4.jpg,hazardous,1-s2.0-S2352186421006970-gr4.jpg,30.41,True,376,324,3
data\raw\Hazardous\e-waste\1000_F_137113944_B7B2w62hhwjr7dWy8R5nYwwlHIwCRu6S - Copy.jpg,hazardous,1000_F_137113944_B7B2w62hhwjr7dWy8R5nYwwlHIwCRu6S - Copy.jpg,100.7,True,1000,1000,3
data\raw\Hazardous\e-waste\1000_F_137113944_B7B2w62hhwjr7dWy8R5nYwwlHIwCRu6S.jpg,hazardous,1000_F_137113944_B7B2w62hhwjr7dWy8R5nYwwlHIwCRu6S.jpg,100.7,True,1000,1000,3
data\raw\Hazardous\e-waste\1200px-Energiesparlampe_01_retouched - Copy.jpg,hazardous,1200px-Energiesparlampe_01_retouched - Copy.jpg,55.94,True,1200,855,3
data\raw\Hazardous\e-waste\1200px-Energiesparlampe_01_retouched.jpg,hazardous,1200px-Energiesparlampe_01_retouched.jpg,55.94,True,1200,855,3
data\raw\Hazardous\e-waste\1200px-Ewaste-pile - Copy.jpg,hazardous,1200px-Ewaste-pile - Copy.jpg,384.33,True,1200,1600,3
data\raw\Hazardous\e-waste\1200px-Ewaste-pile.jpg,hazardous,1200px-Ewaste-pile.jpg,384.33,True,1200,1600,3
data\raw\Hazardous\e-waste\1200px-Handy_schrott_mobile_phone_scrap - Copy.jpg,hazardous,1200px-Handy_schrott_mobile_phone_scrap - Copy.jpg,270.91,True,1200,900,3
data\raw\Hazardous\e-waste\1200px-Handy_schrott_mobile_phone_scrap.jpg,hazardous,1200px-Handy_schrott_mobile_phone_scrap.jpg,270.91,True,1200,900,3
data\raw\Hazardous\e-waste\129249_iStock-636655004---Hero - Copy.jpg,hazardous,129249_iStock-636655004---Hero - Copy.jpg,167.13,True,1600,900,3
data\raw\Hazardous\e-waste\129249_iStock-636655004---Hero.jpg,hazardous,129249_iStock-636655004---Hero.jpg,167.13,True,1600,900,3
data\raw\Hazardous\e-waste\1464951746_U1GPlR_e-waste-IndiaBLO-870 - Copy.jpg,hazardous,1464951746_U1GPlR_e-waste-IndiaBLO-870 - Copy.jpg,116.25,True,870,470,3
data\raw\Hazardous\e-waste\1464951746_U1GPlR_e-waste-IndiaBLO-870.jpg,hazardous,1464951746_U1GPlR_e-waste-IndiaBLO-870.jpg,116.25,True,870,470,3
data\raw\Hazardous\e-waste\1507096064_kRvRf8_e-waste - Copy.jpg,hazardous,1507096064_kRvRf8_e-waste - Copy.jpg,134.12,True,870,470,3
data\raw\Hazardous\e-waste\1507096064_kRvRf8_e-waste.jpg,hazardous,1507096064_kRvRf8_e-waste.jpg,134.12,True,870,470,3
data\raw\Hazardous\e-waste\1521042165621 - Copy.jpg,hazardous,1521042165621 - Copy.jpg,48.46,True,640,426,3
data\raw\Hazardous\e-waste\1521042165621.jpg,hazardous,1521042165621.jpg,48.46,True,640,426,3
data\raw\Hazardous\e-waste\156050-wrdgfxdtvg-1615456453 - Copy.jpg,hazardous,156050-wrdgfxdtvg-1615456453 - Copy.jpg,157.58,True,1200,630,3
data\raw\Hazardous\e-waste\156050-wrdgfxdtvg-1615456453.jpg,hazardous,156050-wrdgfxdtvg-1615456453.jpg,157.58,True,1200,630,3
data\raw\Hazardous\e-waste\17175 - Copy.jpeg,hazardous,17175 - Copy.jpeg,168.2,True,960,684,3
data\raw\Hazardous\e-waste\17175.jpeg,hazardous,17175.jpeg,168.2,True,960,684,3
data\raw\Hazardous\e-waste\2020_8largeimg_799107359 - Copy.jpg,hazardous,2020_8largeimg_799107359 - Copy.jpg,850.14,True,711,494,3
data\raw\Hazardous\e-waste\2020_8largeimg_799107359.jpg,hazardous,2020_8largeimg_799107359.jpg,850.14,True,711,494,3
data\raw\Hazardous\e-waste\2050_E-Waste_Asian_Outlook_Web_title - Copy.jpg,hazardous,2050_E-Waste_Asian_Outlook_Web_title - Copy.jpg,189.96,True,959,1355,3
data\raw\Hazardous\e-waste\2050_E-Waste_Asian_Outlook_Web_title.jpg,hazardous,2050_E-Waste_Asian_Outlook_Web_title.jpg,189.96,True,959,1355,3
data\raw\Hazardous\e-waste\20f1f392-6d51-4fdb-a0a1-b6e0e837a57b.bc4be531fe04703066c45a302f6d7c0e - Copy.jpeg,hazardous,20f1f392-6d51-4fdb-a0a1-b6e0e837a57b.bc4be531fe04703066c45a302f6d7c0e - Copy.jpeg,49.56,True,1477,1319,3
data\raw\Hazardous\e-waste\20f1f392-6d51-4fdb-a0a1-b6e0e837a57b.bc4be531fe04703066c45a302f6d7c0e.jpeg,hazardous,20f1f392-6d51-4fdb-a0a1-b6e0e837a57b.bc4be531fe04703066c45a302f6d7c0e.jpeg,49.56,True,1477,1319,3
data\raw\Hazardous\e-waste\20_20130315 - Copy.jpg,hazardous,20_20130315 - Copy.jpg,47.54,True,457,432,3
data\raw\Hazardous\e-waste\20_20130315.jpg,hazardous,20_20130315.jpg,47.54,True,457,432,3
data\raw\Hazardous\e-waste\25896 - Copy.jpg,hazardous,25896 - Copy.jpg,38.74,True,560,420,3
data\raw\Hazardous\e-waste\25896.jpg,hazardous,25896.jpg,38.74,True,560,420,3
data\raw\Hazardous\e-waste\3283392878_d023c2ef93 - Copy.jpg,hazardous,3283392878_d023c2ef93 - Copy.jpg,43.17,True,500,333,3
data\raw\Hazardous\e-waste\3283392878_d023c2ef93.jpg,hazardous,3283392878_d023c2ef93.jpg,43.17,True,500,333,3
data\raw\Hazardous\e-waste\341a4407444002d51dff14946e857c65 - Copy.jpg,hazardous,341a4407444002d51dff14946e857c65 - Copy.jpg,444.4,True,1581,1529,3
data\raw\Hazardous\e-waste\341a4407444002d51dff14946e857c65.jpg,hazardous,341a4407444002d51dff14946e857c65.jpg,444.4,True,1581,1529,3
data\raw\Hazardous\e-waste\47-e-waste-a-growing-concern - Copy.jpg,hazardous,47-e-waste-a-growing-concern - Copy.jpg,115.95,True,1200,628,3
data\raw\Hazardous\e-waste\47-e-waste-a-growing-concern.jpg,hazardous,47-e-waste-a-growing-concern.jpg,115.95,True,1200,628,3
data\raw\Hazardous\e-waste\516ee9d3b98a42557dc49476674823f0--e-waste-recycling-recycling-programs - Copy.jpg,hazardous,516ee9d3b98a42557dc49476674823f0--e-waste-recycling-recycling-programs - Copy.jpg,114.45,True,736,1040,3
data\raw\Hazardous\e-waste\516ee9d3b98a42557dc49476674823f0--e-waste-recycling-recycling-programs.jpg,hazardous,516ee9d3b98a42557dc49476674823f0--e-waste-recycling-recycling-programs.jpg,114.45,True,736,1040,3
data\raw\Hazardous\e-waste\5927e3e4f1744da1ce90e7a09c175334 - Copy.jpg,hazardous,5927e3e4f1744da1ce90e7a09c175334 - Copy.jpg,252.01,True,1200,800,3
data\raw\Hazardous\e-waste\5927e3e4f1744da1ce90e7a09c175334.jpg,hazardous,5927e3e4f1744da1ce90e7a09c175334.jpg,252.01,True,1200,800,3
data\raw\Hazardous\e-waste\5g-internet-race-huawei-04 - Copy.jpg,hazardous,5g-internet-race-huawei-04 - Copy.jpg,1228.46,True,2400,1600,3
